,Date,Account,Debit,Credit,Type
553,9/21/2022,CC  BofA,10.71,,Personal
554,9/21/2022,CC  BofA,56.06,,Food
555,9/22/2022,CHK,4000.00,,Savings
556,9/22/2022,CC  BofA,43.16,,Work
557,9/24/2022,CC  BofA,624.70,,Travel
558,9/26/2022,CHK,200.00,,Bitcoin
559,9/26/2022,CHK,50.00,,Bitcoin
560,9/28/2022,CC  BofA,35.00,,Medical
561,9/30/2022,CHK,1000.00,,Savings
562,10/1/2022,CHK,10.00,,Shopping
563,10/1/2022,CC  BofA,10.73,,Shopping
564,10/1/2022,CC  BofA,403.00,,Shopping
565,10/1/2022,CC  BofA,69.98,,Hobby
566,10/1/2022,CC  BofA,35.00,,Medical
567,10/1/2022,CC  BofA,12.09,,Fee
568,10/2/2022,CC  BofA,22.79,,Food
569,10/2/2022,CC  BofA,10.00,,Gym
570,10/4/2022,CC  BofA,11.95,,Transportation
571,10/5/2022,CC  BofA,66.90,,Work
572,10/6/2022,CHK,,300.00,Gift
573,10/6/2022,CHK,1768.27,,Rent
574,10/6/2022,CHK,250.00,,Bitcoin
575,10/8/2022,CC  BofA,54.95,,Shopping
576,10/8/2022,CC  BofA,10.00,,Gym
577,10/9/2022,CC  BofA,6.66,,Food
578,10/9/2022,CC  BofA,10.00,,Gym
579,10/11/2022,CHK,44.46,,Utility
580,10/11/2022,CHK,1.99,,Bitcoin
581,10/11/2022,CC  BofA,105.61,,Pet
582,10/11/2022,CC  BofA,7.27,,Entertainment
583,10/12/2022,CC  BofA,28.78,,Entertainment
584,10/12/2022,CC  BofA,32.30,,Entertainment
585,10/12/2022,CC  BofA,35.00,,Medical
586,10/14/2022,CC  BofA,35.00,,Medical
587,10/15/2022,CC  BofA,10.00,,Household
588,10/15/2022,CC  BofA,13.68,,Transportation
589,10/15/2022,CC  BofA,85.00,,Gym
590,10/17/2022,CHK,217.59,,Miscellaneous
591,10/17/2022,CC  BofA,7.73,,Entertainment
592,10/17/2022,CC  BofA,597.00,,Education
593,10/18/2022,CC  BofA,35.50,,Entertainment
594,10/19/2022,CC  BofA,24.28,,Household
595,10/19/2022,CC  BofA,35.00,,Medical
596,10/20/2022,CHK,250.00,,Bitcoin
597,10/20/2022,CC  BofA,60.07,,Food
598,10/22/2022,CC  BofA,30.61,,Food
599,10/22/2022,CC  BofA,143.74,,Household
600,10/22/2022,CC  BofA,6.59,,Gas & Fuel
601,10/22/2022,CC  BofA,85.00,,Gym
602,10/24/2022,CHK,270.00,,Entertainment
603,10/24/2022,CC  BofA,195.00,,Gym
604,10/25/2022,CC  BofA,58.65,,Pet
605,10/25/2022,CC  BofA,10.00,,Gym
606,10/26/2022,CC  BofA,35.00,,Medical
607,10/28/2022,CC  BofA,,54.95,Shopping
608,10/28/2022,CC  BofA,52.55,,Education
609,10/28/2022,CC  BofA,172.94,,Entertainment
610,10/28/2022,CC  BofA,20.00,,Entertainment
611,10/28/2022,CC  BofA,58.75,,Entertainment
612,10/28/2022,CC  BofA,12.86,,Entertainment
613,10/29/2022,CC  BofA,2.92,,Transportation
614,10/29/2022,CC  BofA,20.00,,Transportation
615,10/29/2022,CC  BofA,15.00,,Gym
616,10/30/2022,CC  BofA,25.00,,Entertainment
617,10/31/2022,CHK,9.99,,Entertainment
618,10/31/2022,CC  BofA,,33.67,Miscellaneous
619,10/31/2022,CC  BofA,,95.88,Miscellaneous
620,10/31/2022,CC  BofA,,70.39,Miscellaneous
621,10/31/2022,CC  BofA,95.88,,Miscellaneous
622,10/31/2022,CC  BofA,70.39,,Miscellaneous
623,10/31/2022,CC  BofA,33.67,,Miscellaneous
624,11/1/2022,CHK,72.00,,Entertainment
625,11/2/2022,CHK,,180.00,Entertainment
626,11/3/2022,CHK,160.00,,Shopping
627,11/3/2022,CHK,41.61,,Entertainment
628,11/3/2022,CHK,1769.72,,Rent
629,11/4/2022,CHK,82.23,,Pet
630,11/7/2022,CHK,3.11,,Shopping
631,11/7/2022,CHK,750.00,,Savings
632,11/8/2022,CHK,200.00,,Bitcoin
633,11/9/2022,CHK,40.26,,Utility
634,11/11/2022,CC  BofA,6.60,,Food
635,11/12/2022,CC  BofA,,3.00,Miscellaneous
636,11/12/2022,CC  BofA,,3.00,Miscellaneous
637,11/12/2022,CC  BofA,3.00,,Miscellaneous
638,11/12/2022,CC  BofA,3.00,,Miscellaneous
639,11/14/2022,CHK,,1000.00,Transfer
640,11/15/2022,CHK,1000.00,,Savings
641,11/17/2022,CHK,45.51,,Entertainment
642,11/17/2022,CHK,37.12,,Entertainment
643,11/21/2022,CHK,25.16,,Entertainment
644,11/30/2022,CC  BofA,,35.00,Miscellaneous
645,11/30/2022,CC  BofA,,35.00,Miscellaneous
646,11/30/2022,CC  BofA,35.00,,Miscellaneous
647,11/30/2022,CC  BofA,35.00,,Miscellaneous
648,11/30/2022,CC  BofA,35.00,,Medical
649,12/1/2022,CC  BofA,41.64,,Food
650,12/2/2022,CHK,1780.44,,Rent
651,12/2/2022,CC  BofA,52.02,,Food
652,12/2/2022,CC  BofA,29.80,,Gift
653,12/2/2022,CC  BofA,139.37,,Gift
654,12/4/2022,CC  BofA,,13.63,Household
655,12/4/2022,CC  BofA,68.09,,Gift
656,12/6/2022,CC  BofA,3.92,,Entertainment
657,12/6/2022,CC  BofA,35.00,,Medical
658,12/7/2022,CHK,41.36,,Utility
659,12/8/2022,CC  BofA,70.00,,Medical
660,12/8/2022,CC  BofA,129.60,,Self Care
661,12/8/2022,CC  BofA,36.15,,Food
662,12/15/2022,CC  BofA,30.30,,Food
663,12/19/2022,CHK,188.00,,Entertainment
664,12/19/2022,CHK,135.00,,Entertainment
665,12/19/2022,CC  BofA,11.78,,Technology
666,12/19/2022,CC  BofA,16.02,,Food
667,12/20/2022,CHK,,500.00,Gift
668,12/20/2022,CC  BofA,16.41,,Food
669,12/21/2022,CHK,4000.00,,Savings
670,12/22/2022,CC  BofA,6.60,,Food
671,12/22/2022,CC  BofA,75.23,,Entertainment
672,12/24/2022,CC  BofA,0.62,,Transportation
673,12/24/2022,CC  BofA,20.00,,Transportation
674,12/24/2022,CC  BofA,36.25,,Entertainment
675,12/24/2022,CC  BofA,16.64,,Entertainment
676,12/25/2022,CC  BofA,8.99,,Transportation
677,12/25/2022,CC  BofA,25.00,,Food
678,12/26/2022,CC  BofA,22.99,,Pet
679,12/26/2022,CC  BofA,6.24,,Travel
680,12/26/2022,CC  BofA,62.40,,Gift
681,12/26/2022,CC  BofA,20.00,,Pet
682,12/26/2022,CC  BofA,188.51,,Shopping
683,12/26/2022,CC  BofA,23.69,,Travel
684,12/27/2022,CHK,1000.00,,Savings
685,12/27/2022,CC  BofA,35.00,,Medical
686,12/28/2022,CC  BofA,20.00,,Pet
687,12/28/2022,CC  BofA,4.00,,Pet
688,12/29/2022,CC  BofA,22.99,,Pet
689,12/29/2022,CC  BofA,5.00,,Pet
690,12/30/2022,CHK,82.23,,Pet
691,12/30/2022,CC  BofA,39.14,,Food
692,12/30/2022,CC  BofA,32.93,,Food
693,12/31/2022,CC  BofA,69.71,,Self Care
