Date,Account,Debit,Credit,Category,Month,Year
2021-10-04,CHK,0.0,5.0,Rent,10,2021
2021-10-04,CC - BofA,41.64,0.0,Entertainment,10,2021
2021-10-04,CC - BofA,29.29,0.0,Entertainment,10,2021
2021-10-05,CHK,0.0,0.35,Miscellaneous,10,2021
2021-10-05,CHK,1094.24,0.0,Rent,10,2021
2021-10-06,CC - BofA,69.92,0.0,Gas & Fuel,10,2021
2021-10-06,CC - BofA,71.72,0.0,Entertainment,10,2021
2021-10-08,CHK,143.82,0.0,Utility,10,2021
2021-10-08,CC - BofA,1.6,0.0,Gas & Fuel,10,2021
2021-10-09,CC - BofA,469.63,0.0,Pet,10,2021
2021-10-11,CC - BofA,22.51,0.0,Clothing,10,2021
2021-10-11,CC - BofA,75.9,0.0,Self Care,10,2021
2021-10-11,CC - BofA,100.7,0.0,Entertainment,10,2021
2021-10-11,CC - BofA,40.31,0.0,Entertainment,10,2021
2021-10-11,CC - BofA,33.9,0.0,Transportation,10,2021
2021-10-11,CC - BofA,39.36,0.0,Shopping,10,2021
2021-10-12,CHK,20.0,0.0,Food,10,2021
2021-10-12,CHK,800.0,0.0,Moving,10,2021
2021-10-12,CC - BofA,16.06,0.0,Entertainment,10,2021
2021-10-12,CC - BofA,26.65,0.0,Entertainment,10,2021
2021-10-12,CC - BofA,0.0,49.95,Shopping,10,2021
2021-10-12,CC - BofA,49.95,0.0,Shopping,10,2021
2021-10-13,CHK,12.0,0.0,Entertainment,10,2021
2021-10-13,CC - BofA,60.9,0.0,Moving,10,2021
2021-10-14,CHK,194.0,0.0,Entertainment,10,2021
2021-10-14,CC - BofA,8.93,0.0,Entertainment,10,2021
2021-10-15,CHK,25.0,0.0,Entertainment,10,2021
2021-10-16,CC - BofA,8.0,0.0,Entertainment,10,2021
2021-10-16,CC - BofA,20.7,0.0,Entertainment,10,2021
2021-10-18,CHK,20.0,0.0,Entertainment,10,2021
2021-10-19,CHK,63.0,0.0,Gas & Fuel,10,2021
2021-10-19,CHK,30.6,0.0,Shopping,10,2021
2021-10-19,CC - BofA,19.91,0.0,Transportation,10,2021
2021-10-19,CC - BofA,11.93,0.0,Transportation,10,2021
2021-10-20,CC - BofA,24.5,0.0,Entertainment,10,2021
2021-10-21,CC - BofA,20.86,0.0,Entertainment,10,2021
2021-10-21,CC - BofA,8.32,0.0,Entertainment,10,2021
2021-10-23,CC - BofA,345.7,0.0,Travel,10,2021
2021-10-23,CC - BofA,53.06,0.0,Food,10,2021
2021-10-25,CHK,6.0,0.0,Entertainment,10,2021
2021-10-25,CHK,0.0,40.48,Utility,10,2021
2021-10-25,CHK,0.0,32.91,Utility,10,2021
2021-10-25,CHK,0.0,22.76,Utility,10,2021
2021-10-25,CHK,0.0,19.86,Utility,10,2021
2021-10-25,CC - BofA,24.34,0.0,Shopping,10,2021
2021-10-25,CC - BofA,50.39,0.0,Shopping,10,2021
2021-10-25,CC - BofA,11.89,0.0,Entertainment,10,2021
2021-10-25,CC - BofA,64.19,0.0,Personal,10,2021
2021-10-25,CC - BofA,54.68,0.0,Shopping,10,2021
2021-10-25,CC - BofA,151.22,0.0,Shopping,10,2021
2021-10-25,CC - BofA,27.89,0.0,Shopping,10,2021
2021-10-25,CC - BofA,33.0,0.0,Shopping,10,2021
2021-10-25,CC - BofA,23.08,0.0,Entertainment,10,2021
2021-10-25,CC - BofA,79.53,0.0,Entertainment,10,2021
2021-10-25,CC - BofA,24.37,0.0,Entertainment,10,2021
2021-10-25,CC - BofA,17.96,0.0,Transportation,10,2021
2021-10-26,CC - BofA,4.98,0.0,Entertainment,10,2021
2021-10-26,CC - BofA,10.88,0.0,Entertainment,10,2021
2021-10-27,CHK,120.81,0.0,Utility,10,2021
2021-10-28,CHK,0.0,6000.0,Gift,10,2021
2021-10-28,CHK,350.0,0.0,Rent,10,2021
2021-10-28,CC - BofA,74.9,0.0,Shopping,10,2021
2021-10-28,CC - BofA,43.81,0.0,Shopping,10,2021
2021-10-29,CC - BofA,26.8,0.0,Shopping,10,2021
2021-10-29,CC - BofA,168.0,0.0,Self Care,10,2021
2021-10-30,CC - BofA,50.01,0.0,Gas & Fuel,10,2021
2021-10-30,CC - BofA,46.06,0.0,Gas & Fuel,10,2021
2021-11-01,CC - BofA,40.0,0.0,Entertainment,11,2021
2021-11-01,CC - BofA,51.0,0.0,Entertainment,11,2021
2021-11-01,CC - BofA,16.08,0.0,Hobby,11,2021
2021-11-01,CC - BofA,9.74,0.0,Food,11,2021
2021-11-01,CC - BofA,197.6,0.0,Entertainment,11,2021
2021-11-01,CC - BofA,43.93,0.0,Transportation,11,2021
2021-11-01,CC - BofA,1.0,0.0,Transportation,11,2021
2021-11-01,CC - BofA,10.39,0.0,Transportation,11,2021
2021-11-01,CC - BofA,13.94,0.0,Transportation,11,2021
2021-11-02,CC - BofA,49.95,0.0,Insurance,11,2021
2021-11-02,CC - BofA,30.14,0.0,Entertainment,11,2021
2021-11-02,CC - BofA,18.03,0.0,Transportation,11,2021
2021-11-02,CC - BofA,5.0,0.0,Transportation,11,2021
2021-11-02,CC - BofA,20.0,0.0,Gas & Fuel,11,2021
2021-11-03,CC - BofA,19.3,0.0,Food,11,2021
2021-11-03,CC - BofA,19.96,0.0,Transportation,11,2021
2021-11-05,CHK,100.0,0.0,Shopping,11,2021
2021-11-05,CHK,100.0,0.0,Utility,11,2021
2021-11-05,CC - BofA,96.51,0.0,Shopping,11,2021
2021-11-08,CC - BofA,71.15,0.0,Shopping,11,2021
2021-11-08,CC - BofA,58.25,0.0,Food,11,2021
2021-11-08,CC - BofA,62.47,0.0,Entertainment,11,2021
2021-11-08,CC - BofA,17.26,0.0,Entertainment,11,2021
2021-11-08,CC - BofA,34.75,0.0,Entertainment,11,2021
2021-11-08,CC - BofA,7.53,0.0,Entertainment,11,2021
2021-11-08,CC - BofA,16.26,0.0,Entertainment,11,2021
2021-11-08,CC - BofA,12.0,0.0,Transportation,11,2021
2021-11-08,CC - BofA,44.76,0.0,Gas & Fuel,11,2021
2021-11-09,CC - BofA,67.91,0.0,Entertainment,11,2021
2021-11-09,CC - BofA,23.71,0.0,Transportation,11,2021
2021-11-10,CHK,143.72,0.0,Utility,11,2021
2021-11-10,CC - BofA,141.81,0.0,Food,11,2021
2021-11-10,CC - BofA,18.76,0.0,Transportation,11,2021
2021-11-10,CC - BofA,60.7,0.0,Utility,11,2021
2021-11-11,CC - BofA,30.6,0.0,Shopping,11,2021
2021-11-11,CC - BofA,10.69,0.0,Hobby,11,2021
2021-11-11,CC - BofA,98.4,0.0,Self Care,11,2021
2021-11-12,CC - BofA,76.44,0.0,Pet,11,2021
2021-11-15,CC - BofA,12.0,0.0,Entertainment,11,2021
2021-11-15,CC - BofA,4.32,0.0,Entertainment,11,2021
2021-11-16,CC - BofA,33.46,0.0,Technology,11,2021
2021-11-16,CC - BofA,19.49,0.0,Entertainment,11,2021
2021-11-17,CC - BofA,30.6,0.0,Shopping,11,2021
2021-11-17,CC - BofA,1.5,0.0,Travel,11,2021
2021-11-17,CC - BofA,18.69,0.0,Food,11,2021
2021-11-18,CC - BofA,7.42,0.0,Food,11,2021
2021-11-19,CC - BofA,64.67,0.0,Gas & Fuel,11,2021
2021-11-19,CC - BofA,16.37,0.0,Shopping,11,2021
2021-11-19,CC - BofA,8.56,0.0,Food,11,2021
2021-11-20,CC - BofA,66.34,0.0,Shopping,11,2021
2021-11-20,CC - BofA,24.48,0.0,Entertainment,11,2021
2021-11-22,CHK,5000.0,0.0,Savings,11,2021
2021-11-22,CC - BofA,15.0,0.0,Gas & Fuel,11,2021
2021-11-22,CC - BofA,24.22,0.0,Entertainment,11,2021
2021-11-22,CC - BofA,18.64,0.0,Entertainment,11,2021
2021-11-22,CC - BofA,27.33,0.0,Entertainment,11,2021
2021-11-26,CHK,450.0,0.0,Rent,11,2021
2021-11-26,CC - BofA,42.11,0.0,Gas & Fuel,11,2021
2021-11-26,CC - BofA,55.0,0.0,Utility,11,2021
2021-11-27,CC - BofA,23.33,0.0,Shopping,11,2021
2021-11-27,CC - BofA,44.64,0.0,Utility,11,2021
2021-11-27,CC - BofA,9.62,0.0,Shopping,11,2021
2021-11-29,CC - BofA,150.16,0.0,Entertainment,11,2021
2021-11-29,CC - BofA,125.0,0.0,Self Care,11,2021
2021-11-29,CC - BofA,25.38,0.0,Entertainment,11,2021
2021-11-30,CC - BofA,12.0,0.0,Business Services,11,2021
2021-12-01,CC - BofA,16.08,0.0,Hobby,12,2021
2021-12-01,CC - BofA,40.76,0.0,Entertainment,12,2021
2021-12-02,CC - BofA,49.95,0.0,Insurance,12,2021
2021-12-03,CHK,450.0,0.0,Rent,12,2021
2021-12-03,CC - BofA,96.51,0.0,Shopping,12,2021
2021-12-03,CC - BofA,54.5,0.0,Entertainment,12,2021
2021-12-04,CC - BofA,41.79,0.0,Shopping,12,2021
2021-12-04,CC - BofA,21.94,0.0,Transportation,12,2021
2021-12-06,CHK,95.0,0.0,Entertainment,12,2021
2021-12-06,CHK,20.0,0.0,Entertainment,12,2021
2021-12-06,CC - BofA,72.1,0.0,Gas & Fuel,12,2021
2021-12-06,CC - BofA,749.67,0.0,Shopping,12,2021
2021-12-06,CC - BofA,93.7,0.0,Shopping,12,2021
2021-12-06,CC - BofA,48.97,0.0,Entertainment,12,2021
2021-12-08,CHK,143.72,0.0,Utility,12,2021
2021-12-08,CC - BofA,30.6,0.0,Shopping,12,2021
2021-12-08,CC - BofA,39.82,0.0,Pet,12,2021
2021-12-09,CHK,19.0,0.0,Shopping,12,2021
2021-12-09,CC - BofA,6.0,0.0,Entertainment,12,2021
2021-12-09,CC - BofA,18.0,0.0,Transportation,12,2021
2021-12-09,CC - BofA,10.1,0.0,Entertainment,12,2021
2021-12-09,CC - BofA,40.56,0.0,Entertainment,12,2021
2021-12-09,CC - BofA,16.05,0.0,Entertainment,12,2021
2021-12-10,CHK,0.0,150.0,Gift,12,2021
2021-12-10,CHK,0.0,749.67,Shopping,12,2021
2021-12-10,CC - BofA,6.85,0.0,Entertainment,12,2021
2021-12-10,CC - BofA,6.32,0.0,Entertainment,12,2021
2021-12-10,CC - BofA,10.35,0.0,Food,12,2021
2021-12-10,CC - BofA,10.0,0.0,Food,12,2021
2021-12-10,CC - BofA,106.31,0.0,Entertainment,12,2021
2021-12-11,CC - BofA,175.0,0.0,Rent,12,2021
2021-12-11,CC - BofA,4.28,0.0,Entertainment,12,2021
2021-12-11,CC - BofA,57.31,0.0,Food,12,2021
2021-12-11,CC - BofA,1.1,0.0,Moving,12,2021
2021-12-13,CHK,25.0,0.0,Entertainment,12,2021
2021-12-13,CHK,1536.0,0.0,Rent,12,2021
2021-12-13,CHK,380.0,0.0,Rent,12,2021
2021-12-13,CHK,0.0,450.0,Rent,12,2021
2021-12-13,CC - BofA,17.06,0.0,Entertainment,12,2021
2021-12-13,CC - BofA,103.45,0.0,Personal,12,2021
2021-12-13,CC - BofA,30.01,0.0,Gas & Fuel,12,2021
2021-12-13,CC - BofA,242.0,0.0,Insurance,12,2021
2021-12-13,CC - BofA,46.34,0.0,Food,12,2021
2021-12-13,CC - BofA,13.0,0.0,Travel,12,2021
2021-12-13,CC - BofA,23.0,0.0,Entertainment,12,2021
2021-12-13,CC - BofA,25.0,0.0,Rent,12,2021
2021-12-13,CC - BofA,12.53,0.0,Transportation,12,2021
2021-12-13,CC - BofA,102.85,0.0,Shopping,12,2021
2021-12-13,CC - BofA,23.11,0.0,Entertainment,12,2021
2021-12-14,CHK,15.0,0.0,Entertainment,12,2021
2021-12-14,CC - BofA,52.24,0.0,Gas & Fuel,12,2021
2021-12-15,CC - BofA,45.0,0.0,Transportation,12,2021
2021-12-15,CC - BofA,51.16,0.0,Entertainment,12,2021
2021-12-16,CC - BofA,14.0,0.0,Miscellaneous,12,2021
2021-12-16,CC - BofA,24.0,0.0,Transportation,12,2021
2021-12-16,CC - BofA,207.99,0.0,Shopping,12,2021
2021-12-16,CC - BofA,29.46,0.0,Entertainment,12,2021
2021-12-17,CC - BofA,240.0,0.0,Self Care,12,2021
2021-12-17,CC - BofA,102.5,0.0,Self Care,12,2021
2021-12-17,CC - BofA,200.0,0.0,Medical,12,2021
2021-12-17,CC - BofA,382.08,0.0,Shopping,12,2021
2021-12-18,CC - BofA,122.05,0.0,Entertainment,12,2021
2021-12-18,CC - BofA,20.38,0.0,Entertainment,12,2021
2021-12-18,CC - BofA,25.68,0.0,Entertainment,12,2021
2021-12-18,CC - BofA,22.85,0.0,Technology,12,2021
2021-12-18,CC - BofA,31.23,0.0,Entertainment,12,2021
2021-12-20,CHK,46.8,0.0,Entertainment,12,2021
2021-12-20,CHK,25.0,0.0,Entertainment,12,2021
2021-12-20,CC - BofA,37.46,0.0,Shopping,12,2021
2021-12-20,CC - BofA,4.0,0.0,Entertainment,12,2021
2021-12-20,CC - BofA,30.53,0.0,Entertainment,12,2021
2021-12-20,CC - BofA,9.75,0.0,Transportation,12,2021
2021-12-20,CC - BofA,16.99,0.0,Transportation,12,2021
2021-12-20,CC - BofA,6.87,0.0,Entertainment,12,2021
2021-12-20,CC - BofA,8.4,0.0,Entertainment,12,2021
2021-12-20,CC - BofA,8.4,0.0,Entertainment,12,2021
2021-12-21,CC - BofA,16.07,0.0,Shopping,12,2021
2021-12-21,CC - BofA,964.18,0.0,Technology,12,2021
2021-12-21,CC - BofA,0.0,25.0,Technology,12,2021
2021-12-21,CC - BofA,89.24,0.0,Pet,12,2021
2021-12-21,CC - BofA,20.98,0.0,Food,12,2021
2021-12-22,CHK,3.0,0.0,Food,12,2021
2021-12-23,CC - BofA,78.48,0.0,Shopping,12,2021
2021-12-23,CC - BofA,2.55,0.0,Food,12,2021
2021-12-23,CC - BofA,49.99,0.0,Utility,12,2021
2021-12-27,CHK,1.73,0.0,Gas & Fuel,12,2021
2021-12-27,CC - BofA,50.73,0.0,Entertainment,12,2021
2021-12-27,CC - BofA,42.86,0.0,Entertainment,12,2021
2021-12-27,CC - BofA,49.94,0.0,Technology,12,2021
2021-12-27,CC - BofA,519.81,0.0,Donation,12,2021
2021-12-28,CC - BofA,29.92,0.0,Pet,12,2021
2021-12-28,CC - BofA,117.87,0.0,Shopping,12,2021
2021-12-29,CHK,0.0,1500.0,Transfer,12,2021
2021-12-29,CC - BofA,321.7,0.0,Shopping,12,2021
2021-12-29,CC - BofA,60.0,0.0,Self Care,12,2021
2021-12-29,CC - BofA,0.0,55.0,Utility,12,2021
2021-12-30,CC - BofA,24.21,0.0,Food,12,2021
2021-12-30,CC - BofA,330.05,0.0,Self Care,12,2021
2021-12-30,CC - BofA,21.45,0.0,Entertainment,12,2021
2021-12-31,CHK,1366.0,0.0,Rent,12,2021
2021-12-31,CC - BofA,51.18,0.0,Entertainment,12,2021
2021-12-31,CC - BofA,16.08,0.0,Hobby,12,2021
2021-12-31,CC - BofA,0.0,21.45,Entertainment,12,2021
2021-12-31,CC - BofA,86.48,0.0,Food,12,2021
2022-01-03,CHK,0.0,130.0,Entertainment,1,2022
2022-01-03,CHK,1500.0,0.0,Savings,1,2022
2022-01-03,CC  BofA,49.95,0.0,Insurance,1,2022
2022-01-03,CC  BofA,83.8,0.0,Self Care,1,2022
2022-01-03,CC  BofA,50.73,0.0,Food,1,2022
2022-01-03,CC  BofA,27.28,0.0,Entertainment,1,2022
2022-01-03,CC  BofA,14.29,0.0,Entertainment,1,2022
2022-01-04,CC  BofA,130.1,0.0,Shopping,1,2022
2022-01-04,CC  BofA,47.75,0.0,Gas & Fuel,1,2022
2022-01-08,CC  BofA,137.2,0.0,Shopping,1,2022
2022-01-08,CC  BofA,0.0,74.0,Shopping,1,2022
2022-01-10,CHK,143.72,0.0,Utility,1,2022
2022-01-10,CC  BofA,3.99,0.0,Technology,1,2022
2022-01-10,CC  BofA,6.39,0.0,Shopping,1,2022
2022-01-10,CC  BofA,8.57,0.0,Shopping,1,2022
2022-01-10,CC  AMEX,5.26,0.0,Transportation,1,2022
2022-01-12,CC  BofA,100.0,0.0,Medical,1,2022
2022-01-13,CC  AMEX,5.26,0.0,Transportation,1,2022
2022-01-14,CHK,0.0,1000.0,Gift,1,2022
2022-01-14,CC  BofA,0.0,3.99,Technology,1,2022
2022-01-15,CC  BofA,29.75,0.0,Pet,1,2022
2022-01-15,CC  BofA,69.18,0.0,Food,1,2022
2022-01-15,CC  BofA,0.0,50.0,Shopping,1,2022
2022-01-17,CC  BofA,32.16,0.0,Food,1,2022
2022-01-17,CC  BofA,20.16,0.0,Gas & Fuel,1,2022
2022-01-17,CC  BofA,2.0,0.0,Transportation,1,2022
2022-01-19,CC  BofA,15.23,0.0,Food,1,2022
2022-01-19,CC  BofA,11.69,0.0,Food,1,2022
2022-01-19,CC  BofA,8.66,0.0,Shopping,1,2022
2022-01-21,CC  BofA,1.08,0.0,Food,1,2022
2022-01-21,CC  BofA,47.32,0.0,Food,1,2022
2022-01-21,CC  BofA,4.33,0.0,Food,1,2022
2022-01-21,CC  BofA,11.74,0.0,Food,1,2022
2022-01-21,CC  BofA,28.0,0.0,Travel,1,2022
2022-01-21,CC  BofA,8.66,0.0,Shopping,1,2022
2022-01-21,CC  BofA,61.84,0.0,Entertainment,1,2022
2022-01-24,CC  BofA,85.66,0.0,Food,1,2022
2022-01-24,CC  BofA,26.82,0.0,Food,1,2022
2022-01-24,CC  BofA,20.65,0.0,Shopping,1,2022
2022-01-26,CC  BofA,125.0,0.0,Medical,1,2022
2022-01-27,CHK,1766.99,0.0,Rent,1,2022
2022-01-31,CC  BofA,16.08,0.0,Hobby,1,2022
2022-01-31,CC  BofA,39.78,0.0,Gas & Fuel,1,2022
2022-01-31,CC  BofA,56.09,0.0,Food,1,2022
2022-01-31,CC  BofA,28.74,0.0,Food,1,2022
2022-01-31,CC  BofA,45.46,0.0,Food,1,2022
2022-02-02,CC  BofA,49.95,0.0,Insurance,2,2022
2022-02-03,CHK,78.0,0.0,Utility,2,2022
2022-02-03,CC  BofA,76.41,0.0,Pet,2,2022
2022-02-05,CC  BofA,234.73,0.0,Insurance,2,2022
2022-02-06,CC  AMEX,99.0,0.0,Fee,2,2022
2022-02-07,CC  BofA,35.12,0.0,Food,2,2022
2022-02-07,CC  BofA,86.1,0.0,Food,2,2022
2022-02-07,CC  BofA,11.0,0.0,Food,2,2022
2022-02-07,CC  BofA,20.0,0.0,Self Care,2,2022
2022-02-07,CC  BofA,138.38,0.0,Shopping,2,2022
2022-02-07,CC  BofA,72.73,0.0,Shopping,2,2022
2022-02-08,CC  AMEX,1.61,0.0,Transportation,2,2022
2022-02-09,CHK,143.61,0.0,Utility,2,2022
2022-02-09,CC  BofA,60.0,0.0,Medical,2,2022
2022-02-10,CC  BofA,55.46,0.0,Food,2,2022
2022-02-11,CC  BofA,49.28,0.0,Food,2,2022
2022-02-12,CC  BofA,33.0,0.0,Food,2,2022
2022-02-12,CC  BofA,108.81,0.0,Food,2,2022
2022-02-14,CHK,50.0,0.0,Entertainment,2,2022
2022-02-14,CC  BofA,10.07,0.0,Food,2,2022
2022-02-14,CC  BofA,102.31,0.0,Shopping,2,2022
2022-02-14,CC  BofA,7.79,0.0,Transportation,2,2022
2022-02-14,CC  BofA,54.26,0.0,Food,2,2022
2022-02-15,CC  BofA,59.49,0.0,Work,2,2022
2022-02-16,CC  BofA,40.26,0.0,Food,2,2022
2022-02-19,CC  BofA,134.0,0.0,Insurance,2,2022
2022-02-19,CC  BofA,31.27,0.0,Food,2,2022
2022-02-19,CC  BofA,71.99,0.0,Food,2,2022
2022-02-21,CC  BofA,257.4,0.0,Clothing,2,2022
2022-02-21,CC  BofA,3.99,0.0,Technology,2,2022
2022-02-21,CC  BofA,16.75,0.0,Food,2,2022
2022-02-21,CC  BofA,74.42,0.0,Shopping,2,2022
2022-02-21,CC  BofA,24.63,0.0,Transportation,2,2022
2022-02-21,CC  BofA,298.0,0.0,Gift,2,2022
2022-02-21,CC  BofA,60.0,0.0,Gift,2,2022
2022-02-21,CC  BofA,8.34,0.0,Food,2,2022
2022-02-22,CHK,25.0,0.0,Self Care,2,2022
2022-02-22,CC  BofA,2.13,0.0,Shopping,2,2022
2022-02-22,CC  BofA,33.65,0.0,Food,2,2022
2022-02-23,CHK,54.54,0.0,Utility,2,2022
2022-02-23,CC  BofA,559.61,0.0,Work,2,2022
2022-02-23,CC  BofA,60.0,0.0,Medical,2,2022
2022-02-23,CC  BofA,14.81,0.0,Food,2,2022
2022-02-24,CHK,1757.18,0.0,Rent,2,2022
2022-02-24,CC  BofA,83.09,0.0,Pet,2,2022
2022-02-24,CC  BofA,59.76,0.0,Entertainment,2,2022
2022-02-24,CC  BofA,29.88,0.0,Entertainment,2,2022
2022-02-24,CC  BofA,46.32,0.0,Food,2,2022
2022-02-24,CC  BofA,14.75,0.0,Food,2,2022
2022-02-25,CC  BofA,17.9,0.0,Transportation,2,2022
2022-02-26,CC  BofA,11.58,0.0,Food,2,2022
2022-02-26,CC  BofA,10.97,0.0,Food,2,2022
2022-02-28,CC  BofA,34.25,0.0,Shopping,2,2022
2022-02-28,CC  BofA,14.99,0.0,Shopping,2,2022
2022-02-28,CC  BofA,300.26,0.0,Shopping,2,2022
2022-02-28,CC  BofA,26.42,0.0,Shopping,2,2022
2022-03-01,CC  BofA,16.08,0.0,Entertainment,3,2022
2022-03-01,CC  BofA,1454.46,0.0,Auto,3,2022
2022-03-01,CC  BofA,16.08,0.0,Hobby,3,2022
2022-03-01,CC  BofA,63.84,0.0,Food,3,2022
2022-03-01,CC  BofA,18.19,0.0,Transportation,3,2022
2022-03-02,CHK,0.0,25.0,Entertainment,3,2022
2022-03-02,CC  BofA,49.95,0.0,Insurance,3,2022
2022-03-02,CC  BofA,189.6,0.0,Self Care,3,2022
2022-03-03,CC  BofA,60.0,0.0,Medical,3,2022
2022-03-03,CC  BofA,17.96,0.0,Food,3,2022
2022-03-03,CC  BofA,24.71,0.0,Food,3,2022
2022-03-04,CC  BofA,16.06,0.0,Transportation,3,2022
2022-03-05,CC  BofA,30.86,0.0,Personal,3,2022
2022-03-07,CC  BofA,157.86,0.0,Shopping,3,2022
2022-03-07,CC  BofA,0.0,90.52,Rewards,3,2022
2022-03-07,CC  BofA,18.29,0.0,Transportation,3,2022
2022-03-07,CC  BofA,28.52,0.0,Food,3,2022
2022-03-09,CHK,143.61,0.0,Utility,3,2022
2022-03-09,CC  BofA,9.98,0.0,Transportation,3,2022
2022-03-10,CC  BofA,66.24,0.0,Food,3,2022
2022-03-14,CC  BofA,42.89,0.0,Shopping,3,2022
2022-03-14,CC  BofA,50.4,0.0,Shopping,3,2022
2022-03-14,CC  BofA,4.42,0.0,Entertainment,3,2022
2022-03-14,CC  BofA,13.6,0.0,Shopping,3,2022
2022-03-14,CC  BofA,48.12,0.0,Food,3,2022
2022-03-15,CHK,0.0,50.0,Business Services,3,2022
2022-03-15,CC  BofA,13.59,0.0,Food,3,2022
2022-03-16,CC  BofA,115.95,0.0,Shopping,3,2022
2022-03-16,CC  BofA,3.0,0.0,Transportation,3,2022
2022-03-16,CC  BofA,13.18,0.0,Transportation,3,2022
2022-03-17,CC  BofA,19.78,0.0,Transportation,3,2022
2022-03-18,CHK,0.0,40.0,Entertainment,3,2022
2022-03-18,CHK,42.87,0.0,Utility,3,2022
2022-03-18,CC  BofA,70.0,0.0,Medical,3,2022
2022-03-18,CC  BofA,60.0,0.0,Medical,3,2022
2022-03-19,CC  BofA,13.77,0.0,Food,3,2022
2022-03-21,CC  BofA,175.0,0.0,Gym,3,2022
2022-03-21,CC  BofA,128.89,0.0,Pet,3,2022
2022-03-21,CC  BofA,27.86,0.0,Gym,3,2022
2022-03-21,CC  BofA,51.8,0.0,Food,3,2022
2022-03-21,CC  BofA,9.67,0.0,Shopping,3,2022
2022-03-21,CC  BofA,61.9,0.0,Fee,3,2022
2022-03-21,CC  BofA,19.36,0.0,Food,3,2022
2022-03-21,CC  BofA,2.0,0.0,Transportation,3,2022
2022-03-22,CC  BofA,5.22,0.0,Shopping,3,2022
2022-03-22,CC  BofA,20.98,0.0,Shopping,3,2022
2022-03-22,CC  BofA,43.82,0.0,Shopping,3,2022
2022-03-22,CC  BofA,77.33,0.0,Gas & Fuel,3,2022
2022-03-22,CC  BofA,21.95,0.0,Transportation,3,2022
2022-03-23,CHK,0.0,1000.0,Transfer,3,2022
2022-03-23,CC  BofA,30.0,0.0,Gym,3,2022
2022-03-23,CC  BofA,33.84,0.0,Food,3,2022
2022-03-23,CC  BofA,9.96,0.0,Entertainment,3,2022
2022-03-24,CHK,20.0,0.0,Entertainment,3,2022
2022-03-24,CHK,1754.34,0.0,Rent,3,2022
2022-03-24,CC  BofA,35.0,0.0,Shopping,3,2022
2022-03-24,CC  CareCred,630.0,0.0,Self Care,3,2022
2022-03-25,CC  BofA,19.07,0.0,Food,3,2022
2022-03-25,CC  BofA,321.72,0.0,Auto,3,2022
2022-03-25,CC  BofA,35.0,0.0,Medical,3,2022
2022-03-26,CC  BofA,650.26,0.0,Auto,3,2022
2022-03-26,CC  BofA,115.0,0.0,Gym,3,2022
2022-03-26,CC  BofA,29.99,0.0,Personal,3,2022
2022-03-26,CC  BofA,160.45,0.0,Clothing,3,2022
2022-03-26,CC  BofA,318.46,0.0,Pet,3,2022
2022-03-26,CC  BofA,25.11,0.0,Food,3,2022
2022-03-26,CC  BofA,0.0,52.51,Shopping,3,2022
2022-03-28,CC  BofA,60.64,0.0,Food,3,2022
2022-03-28,CC  BofA,60.88,0.0,Food,3,2022
2022-03-28,CC  BofA,30.06,0.0,Food,3,2022
2022-03-28,CC  BofA,10.86,0.0,Food,3,2022
2022-03-28,CC  BofA,56.7,0.0,Food,3,2022
2022-03-29,CC  BofA,16.08,0.0,Entertainment,3,2022
2022-03-30,CHK,0.0,952.0,Taxes,3,2022
2022-03-30,CC  BofA,154.8,0.0,Self Care,3,2022
2022-03-30,CC  BofA,16.69,0.0,Shopping,3,2022
2022-03-31,CC  BofA,16.08,0.0,Hobby,3,2022
2022-04-01,CHK,144.0,0.0,Donation,4,2022
2022-04-01,CHK,0.0,20.0,Entertainment,4,2022
2022-04-01,CHK,15.0,0.0,Entertainment,4,2022
2022-04-01,CC  BofA,35.0,0.0,Medical,4,2022
2022-04-01,CC  BofA,23.07,0.0,Food,4,2022
2022-04-02,CC  BofA,49.95,0.0,Insurance,4,2022
2022-04-02,CC  BofA,10.71,0.0,Shopping,4,2022
2022-04-02,CC  BofA,32.16,0.0,Shopping,4,2022
2022-04-04,CHK,0.0,20.0,Donation,4,2022
2022-04-04,CC  BofA,64.63,0.0,Shopping,4,2022
2022-04-04,CC  BofA,53.3,0.0,Food,4,2022
2022-04-04,CC  BofA,423.48,0.0,Hobby,4,2022
2022-04-04,CC  BofA,242.64,0.0,Hobby,4,2022
2022-04-05,CC  BofA,58.76,0.0,Entertainment,4,2022
2022-04-06,CC  BofA,10.0,0.0,Hobby,4,2022
2022-04-06,CC  BofA,41.15,0.0,Food,4,2022
2022-04-06,CC  BofA,5.57,0.0,Food,4,2022
2022-04-07,CC  BofA,67.48,0.0,Food,4,2022
2022-04-08,CHK,143.61,0.0,Utility,4,2022
2022-04-08,CC  BofA,35.0,0.0,Medical,4,2022
2022-04-09,CC  BofA,28.96,0.0,Food,4,2022
2022-04-09,CC  BofA,13.63,0.0,Food,4,2022
2022-04-11,CC  BofA,10.0,0.0,Gym,4,2022
2022-04-11,CC  BofA,237.54,0.0,Mom,4,2022
2022-04-11,CC  BofA,641.24,0.0,Mom,4,2022
2022-04-11,CC  BofA,71.04,0.0,Food,4,2022
2022-04-11,CC  BofA,55.0,0.0,Mom,4,2022
2022-04-11,CC  BofA,55.0,0.0,Mom,4,2022
2022-04-11,CC  BofA,101.48,0.0,Shopping,4,2022
