,Date,Account,Debit,Credit,Type
549,11/19/2021,CC - BofA,64.67,,Gas & Fuel
550,11/19/2021,CC - BofA,16.37,,Shopping
551,11/19/2021,CC - BofA,8.56,,Food
552,11/20/2021,CC - BofA,66.34,,Shopping
553,11/20/2021,CC - BofA,24.48,,Entertainment
554,11/22/2021,CHK,5000.00,,Savings
555,11/22/2021,CC - BofA,15.00,,Gas & Fuel
556,11/22/2021,CC - BofA,24.22,,Entertainment
557,11/22/2021,CC - BofA,18.64,,Entertainment
558,11/22/2021,CC - BofA,27.33,,Entertainment
559,11/26/2021,CHK,450.00,,Rent
560,11/26/2021,CC - BofA,42.11,,Gas & Fuel
561,11/26/2021,CC - BofA,55.00,,Utility
562,11/27/2021,CC - BofA,23.33,,Shopping
563,11/27/2021,CC - BofA,44.64,,Utility
564,11/27/2021,CC - BofA,9.62,,Shopping
565,11/29/2021,CC - BofA,150.16,,Entertainment
566,11/29/2021,CC - BofA,125.00,,Self Care
567,11/29/2021,CC - BofA,25.38,,Entertainment
568,11/30/2021,CC - BofA,12.00,,Business Services
569,12/1/2021,CC - BofA,16.08,,Hobby
570,12/1/2021,CC - BofA,40.76,,Entertainment
571,12/2/2021,CC - BofA,49.95,,Insurance
572,12/3/2021,CHK,450.00,,Rent
573,12/3/2021,CC - BofA,96.51,,Shopping
574,12/3/2021,CC - BofA,54.50,,Entertainment
575,12/4/2021,CC - BofA,41.79,,Shopping
576,12/4/2021,CC - BofA,21.94,,Transportation
577,12/6/2021,CHK,95.00,,Entertainment
578,12/6/2021,CHK,20.00,,Entertainment
579,12/6/2021,CC - BofA,72.10,,Gas & Fuel
580,12/6/2021,CC - BofA,749.67,,Shopping
581,12/6/2021,CC - BofA,93.70,,Shopping
582,12/6/2021,CC - BofA,48.97,,Entertainment
583,12/8/2021,CHK,143.72,,Utility
584,12/8/2021,CC - BofA,30.60,,Shopping
585,12/8/2021,CC - BofA,39.82,,Pet
586,12/9/2021,CHK,19.00,,Shopping
587,12/9/2021,CC - BofA,6.00,,Entertainment
588,12/9/2021,CC - BofA,18.00,,Transportation
589,12/9/2021,CC - BofA,10.10,,Entertainment
590,12/9/2021,CC - BofA,40.56,,Entertainment
591,12/9/2021,CC - BofA,16.05,,Entertainment
592,12/10/2021,CHK,,150.00,Gift
593,12/10/2021,CHK,,749.67,Shopping
594,12/10/2021,CC - BofA,6.85,,Entertainment
595,12/10/2021,CC - BofA,6.32,,Entertainment
596,12/10/2021,CC - BofA,10.35,,Food
597,12/10/2021,CC - BofA,10.00,,Food
598,12/10/2021,CC - BofA,106.31,,Entertainment
599,12/11/2021,CC - BofA,175.00,,Rent
600,12/11/2021,CC - BofA,4.28,,Entertainment
601,12/11/2021,CC - BofA,57.31,,Food
602,12/11/2021,CC - BofA,1.10,,Moving
603,12/13/2021,CHK,25.00,,Entertainment
604,12/13/2021,CHK,1536.00,,Rent
605,12/13/2021,CHK,380.00,,Rent
606,12/13/2021,CHK,,450.00,Rent
607,12/13/2021,CC - BofA,17.06,,Entertainment
608,12/13/2021,CC - BofA,103.45,,Personal
609,12/13/2021,CC - BofA,30.01,,Gas & Fuel
610,12/13/2021,CC - BofA,242.00,,Insurance
611,12/13/2021,CC - BofA,46.34,,Food
612,12/13/2021,CC - BofA,13.00,,Travel
613,12/13/2021,CC - BofA,23.00,,Entertainment
614,12/13/2021,CC - BofA,25.00,,Rent
615,12/13/2021,CC - BofA,12.53,,Transportation
616,12/13/2021,CC - BofA,102.85,,Shopping
617,12/13/2021,CC - BofA,23.11,,Entertainment
618,12/14/2021,CHK,15.00,,Entertainment
619,12/14/2021,CC - BofA,52.24,,Gas & Fuel
620,12/15/2021,CC - BofA,45.00,,Transportation
621,12/15/2021,CC - BofA,51.16,,Entertainment
622,12/16/2021,CC - BofA,14.00,,Miscellaneous
623,12/16/2021,CC - BofA,24.00,,Transportation
624,12/16/2021,CC - BofA,207.99,,Shopping
625,12/16/2021,CC - BofA,29.46,,Entertainment
626,12/17/2021,CC - BofA,240.00,,Self Care
627,12/17/2021,CC - BofA,102.50,,Self Care
628,12/17/2021,CC - BofA,200.00,,Medical
629,12/17/2021,CC - BofA,382.08,,Shopping
630,12/18/2021,CC - BofA,122.05,,Entertainment
631,12/18/2021,CC - BofA,20.38,,Entertainment
632,12/18/2021,CC - BofA,25.68,,Entertainment
633,12/18/2021,CC - BofA,22.85,,Technology
634,12/18/2021,CC - BofA,31.23,,Entertainment
635,12/20/2021,CHK,46.80,,Entertainment
636,12/20/2021,CHK,25.00,,Entertainment
637,12/20/2021,CC - BofA,37.46,,Shopping
638,12/20/2021,CC - BofA,4.00,,Entertainment
639,12/20/2021,CC - BofA,30.53,,Entertainment
640,12/20/2021,CC - BofA,9.75,,Transportation
641,12/20/2021,CC - BofA,16.99,,Transportation
642,12/20/2021,CC - BofA,6.87,,Entertainment
643,12/20/2021,CC - BofA,8.40,,Entertainment
644,12/20/2021,CC - BofA,8.40,,Entertainment
645,12/21/2021,CC - BofA,16.07,,Shopping
646,12/21/2021,CC - BofA,964.18,,Technology
647,12/21/2021,CC - BofA,,25.00,Technology
648,12/21/2021,CC - BofA,89.24,,Pet
649,12/21/2021,CC - BofA,20.98,,Food
650,12/22/2021,CHK,3.00,,Food
651,12/23/2021,CC - BofA,78.48,,Shopping
652,12/23/2021,CC - BofA,2.55,,Food
653,12/23/2021,CC - BofA,49.99,,Utility
654,12/27/2021,CHK,1.73,,Gas & Fuel
655,12/27/2021,CC - BofA,50.73,,Entertainment
656,12/27/2021,CC - BofA,42.86,,Entertainment
657,12/27/2021,CC - BofA,49.94,,Technology
658,12/27/2021,CC - BofA,519.81,,Donation
659,12/28/2021,CC - BofA,29.92,,Pet
660,12/28/2021,CC - BofA,117.87,,Shopping
661,12/29/2021,CHK,,1500.00,Transfer
662,12/29/2021,CC - BofA,321.70,,Shopping
663,12/29/2021,CC - BofA,60.00,,Self Care
664,12/29/2021,CC - BofA,,55.00,Utility
665,12/30/2021,CC - BofA,24.21,,Food
666,12/30/2021,CC - BofA,330.05,,Self Care
667,12/30/2021,CC - BofA,21.45,,Entertainment
668,12/31/2021,CHK,1366.00,,Rent
669,12/31/2021,CC - BofA,51.18,,Entertainment
670,12/31/2021,CC - BofA,16.08,,Hobby
671,12/31/2021,CC - BofA,,21.45,Entertainment
672,12/31/2021,CC - BofA,86.48,,Food
